,counter(mins),Dos,scan44,scan11,nerisbotnet,blacklist,anomaly-udpscan,anomaly-sshscan,anomaly-spam
2016-05-16 00:00:00,84313,0,0,0,0,1,0,0,0
2016-05-16 00:01:00,84314,0,0,0,0,1,0,0,0
2016-05-16 00:02:00,84315,0,0,0,0,1,0,0,0
2016-05-16 00:03:00,84316,0,0,0,0,1,0,0,0
2016-05-16 00:04:00,84317,0,0,0,0,1,0,0,0
2016-05-16 00:05:00,84318,0,0,0,0,1,0,0,0
2016-05-16 00:06:00,84319,0,0,0,0,1,0,0,0
2016-05-16 00:07:00,84320,0,0,0,0,1,0,0,0
2016-05-16 00:08:00,84321,0,0,0,0,1,0,0,0
2016-05-16 00:09:00,84322,0,0,0,0,1,0,0,0
2016-05-16 00:10:00,84323,0,0,0,0,1,0,0,0
2016-05-16 00:11:00,84324,0,0,0,0,1,0,0,0
2016-05-16 00:12:00,84325,0,0,0,0,1,0,0,0
2016-05-16 00:13:00,84326,0,0,0,0,1,0,0,0
2016-05-16 00:14:00,84327,0,0,0,0,1,0,0,0
2016-05-16 00:15:00,84328,0,0,0,0,1,0,0,0
2016-05-16 00:16:00,84329,0,0,0,0,1,0,0,0
2016-05-16 00:17:00,84330,0,0,0,0,1,0,0,0
2016-05-16 00:18:00,84331,0,0,0,0,1,0,0,0
2016-05-16 00:19:00,84332,0,0,0,0,1,0,0,0
2016-05-16 00:20:00,84333,0,0,0,0,1,0,0,0
2016-05-16 00:21:00,84334,0,0,0,0,1,0,0,0
2016-05-16 00:22:00,84335,0,0,0,0,1,0,0,0
2016-05-16 00:23:00,84336,0,0,0,0,1,0,0,0
2016-05-16 00:24:00,84337,0,0,0,0,1,0,0,0
2016-05-16 00:25:00,84338,0,0,0,0,1,0,0,0
2016-05-16 00:26:00,84339,0,0,0,0,1,0,0,0
2016-05-16 00:27:00,84340,0,0,0,0,1,0,0,0
2016-05-16 00:28:00,84341,0,0,0,0,1,0,0,0
2016-05-16 00:29:00,84342,0,0,0,0,1,0,0,0
2016-05-16 00:30:00,84343,0,0,0,0,1,0,0,0
2016-05-16 00:31:00,84344,0,0,0,0,1,0,0,0
2016-05-16 00:32:00,84345,0,0,0,0,1,0,0,0
2016-05-16 00:33:00,84346,0,0,0,0,1,0,0,0
2016-05-16 00:34:00,84347,0,0,0,0,1,0,0,0
2016-05-16 00:35:00,84348,0,0,0,0,1,0,0,0
2016-05-16 00:36:00,84349,0,0,0,0,1,0,0,0
2016-05-16 00:37:00,84350,0,0,0,0,1,0,0,0
2016-05-16 00:38:00,84351,0,0,0,0,1,0,0,0
2016-05-16 00:39:00,84352,0,0,0,0,1,0,0,0
2016-05-16 00:40:00,84353,0,0,0,0,1,0,0,0
2016-05-16 00:41:00,84354,0,0,0,0,1,0,0,0
2016-05-16 00:42:00,84355,0,0,0,0,1,0,0,0
2016-05-16 00:43:00,84356,0,0,0,0,1,0,0,0
2016-05-16 00:44:00,84357,0,0,0,0,1,0,0,0
2016-05-16 00:45:00,84358,0,0,0,0,1,0,0,0
2016-05-16 00:46:00,84359,0,0,0,0,1,0,0,0
2016-05-16 00:47:00,84360,0,0,0,0,1,0,0,0
2016-05-16 00:48:00,84361,0,0,0,0,1,0,0,0
2016-05-16 00:49:00,84362,0,0,0,0,1,0,0,0
2016-05-16 00:50:00,84363,0,0,0,0,1,0,0,0
2016-05-16 00:51:00,84364,0,0,0,0,1,0,0,0
2016-05-16 00:52:00,84365,0,0,0,0,1,0,0,0
2016-05-16 00:53:00,84366,0,0,0,0,1,0,0,0
2016-05-16 00:54:00,84367,0,0,0,0,1,0,0,0
2016-05-16 00:55:00,84368,0,0,0,0,1,0,0,0
2016-05-16 00:56:00,84369,0,0,0,0,1,0,0,0
2016-05-16 00:57:00,84370,0,0,0,0,1,0,0,0
2016-05-16 00:58:00,84371,0,0,0,0,1,0,0,0
2016-05-16 00:59:00,84372,0,0,0,0,1,0,0,0
2016-05-16 01:00:00,84373,0,0,0,0,1,0,0,0
2016-05-16 01:01:00,84374,0,0,0,0,1,0,0,0
2016-05-16 01:02:00,84375,0,0,0,0,1,0,0,0
2016-05-16 01:03:00,84376,0,0,0,0,1,0,0,0
2016-05-16 01:04:00,84377,0,0,0,0,1,0,0,0
2016-05-16 01:05:00,84378,0,0,0,0,1,0,0,0
2016-05-16 01:06:00,84379,0,0,0,0,1,0,0,0
2016-05-16 01:07:00,84380,0,0,0,0,1,0,0,0
2016-05-16 01:08:00,84381,0,0,0,0,1,0,0,0
2016-05-16 01:09:00,84382,0,0,0,0,1,0,0,0
2016-05-16 01:10:00,84383,0,0,0,0,1,0,0,0
2016-05-16 01:11:00,84384,0,0,0,0,1,0,0,0
2016-05-16 01:12:00,84385,0,0,0,0,1,0,0,0
2016-05-16 01:13:00,84386,0,0,0,0,1,0,0,0
2016-05-16 01:14:00,84387,0,0,0,0,1,0,0,0
2016-05-16 01:15:00,84388,0,0,0,0,1,0,0,0
2016-05-16 01:16:00,84389,0,0,0,0,1,0,0,0
2016-05-16 01:17:00,84390,0,0,0,0,1,0,0,0
2016-05-16 01:18:00,84391,0,0,0,0,1,0,0,0
2016-05-16 01:19:00,84392,0,0,0,0,1,0,0,0
2016-05-16 01:20:00,84393,0,0,0,0,1,0,0,0
2016-05-16 01:21:00,84394,0,0,0,0,1,0,0,0
2016-05-16 01:22:00,84395,0,0,0,0,1,0,0,0
2016-05-16 01:23:00,84396,0,0,0,0,1,0,0,0
2016-05-16 01:24:00,84397,0,0,0,0,1,0,0,0
2016-05-16 01:25:00,84398,0,0,0,0,1,0,0,0
2016-05-16 01:26:00,84399,0,0,0,0,1,0,0,0
2016-05-16 01:27:00,84400,0,0,0,0,1,0,0,0
2016-05-16 01:28:00,84401,0,0,0,0,1,0,0,0
2016-05-16 01:29:00,84402,0,0,0,0,1,0,0,0
2016-05-16 01:30:00,84403,0,0,0,0,1,0,0,0
2016-05-16 01:31:00,84404,0,0,0,0,1,0,0,0
2016-05-16 01:32:00,84405,0,0,0,0,1,0,0,0
2016-05-16 01:33:00,84406,0,0,0,0,1,0,0,0
2016-05-16 01:34:00,84407,0,0,0,0,1,0,0,0
2016-05-16 01:35:00,84408,0,0,0,0,1,0,0,0
2016-05-16 01:36:00,84409,0,0,0,0,1,0,0,0
2016-05-16 01:37:00,84410,0,0,0,0,1,0,0,0
2016-05-16 01:38:00,84411,0,0,0,0,1,0,0,0
2016-05-16 01:39:00,84412,0,0,0,0,1,0,0,0
2016-05-16 01:40:00,84413,0,0,0,0,1,0,0,0
2016-05-16 01:41:00,84414,0,0,0,0,1,0,0,0
2016-05-16 01:42:00,84415,0,0,0,0,1,0,0,0
2016-05-16 01:43:00,84416,0,0,0,0,1,0,0,0
2016-05-16 01:44:00,84417,0,0,0,0,1,0,0,0
2016-05-16 01:45:00,84418,0,0,0,0,1,0,0,0
