,counter(mins),Dos,scan44,scan11,nerisbotnet,blacklist,anomaly-udpscan,anomaly-sshscan,anomaly-spam
2016-04-06 00:00:00,26713,0,0,0,0,0,0,0,0
2016-04-06 00:01:00,26714,0,0,0,0,0,0,0,0
2016-04-06 00:02:00,26715,0,0,0,0,0,0,0,0
2016-04-06 00:03:00,26716,0,0,0,0,0,0,0,0
2016-04-06 00:04:00,26717,0,0,0,0,0,0,0,0
2016-04-06 00:05:00,26718,0,0,0,0,0,0,0,0
2016-04-06 00:06:00,26719,0,0,0,0,0,0,0,0
2016-04-06 00:07:00,26720,0,0,0,0,0,0,0,0
2016-04-06 00:08:00,26721,0,0,0,0,0,0,0,0
2016-04-06 00:09:00,26722,0,0,0,0,0,0,0,0
2016-04-06 00:10:00,26723,0,0,0,0,0,0,0,0
2016-04-06 00:11:00,26724,0,0,0,0,0,0,0,0
2016-04-06 00:12:00,26725,0,0,0,0,0,0,0,0
2016-04-06 00:13:00,26726,0,0,0,0,0,0,0,0
2016-04-06 00:14:00,26727,0,0,0,0,0,0,0,0
2016-04-06 00:15:00,26728,0,0,0,0,0,0,0,0
2016-04-06 00:16:00,26729,0,0,0,0,0,0,0,0
2016-04-06 00:17:00,26730,0,0,0,0,0,0,0,0
2016-04-06 00:18:00,26731,0,0,0,0,0,0,0,0
2016-04-06 00:19:00,26732,0,0,0,0,0,0,0,0
2016-04-06 00:20:00,26733,0,0,0,0,0,0,0,0
2016-04-06 00:21:00,26734,0,0,0,0,0,0,0,0
2016-04-06 00:22:00,26735,0,0,0,0,0,0,0,0
2016-04-06 00:23:00,26736,0,0,0,0,0,0,0,0
2016-04-06 00:24:00,26737,0,0,0,0,0,0,0,0
2016-04-06 00:25:00,26738,0,0,0,0,0,0,0,0
2016-04-06 00:26:00,26739,0,0,0,0,0,0,0,0
2016-04-06 00:27:00,26740,0,0,0,0,0,0,0,0
2016-04-06 00:28:00,26741,0,0,0,0,0,0,0,0
2016-04-06 00:29:00,26742,0,0,0,0,0,0,0,0
2016-04-06 00:30:00,26743,0,0,0,0,0,0,0,0
2016-04-06 00:31:00,26744,0,0,0,0,0,0,0,0
2016-04-06 00:32:00,26745,0,0,0,0,0,0,0,0
2016-04-06 00:33:00,26746,0,0,0,0,0,0,0,0
2016-04-06 00:34:00,26747,0,0,0,0,0,0,0,0
2016-04-06 00:35:00,26748,0,0,0,0,0,0,0,0
2016-04-06 00:36:00,26749,0,0,0,0,0,0,0,0
2016-04-06 00:37:00,26750,0,0,0,0,0,0,0,0
2016-04-06 00:38:00,26751,0,0,0,0,0,0,0,0
2016-04-06 00:39:00,26752,0,0,0,0,0,0,0,0
2016-04-06 00:40:00,26753,0,0,0,0,0,0,0,0
2016-04-06 00:41:00,26754,0,0,0,0,0,0,0,0
2016-04-06 00:42:00,26755,0,0,0,0,0,0,0,0
2016-04-06 00:43:00,26756,0,0,0,0,0,0,0,0
2016-04-06 00:44:00,26757,0,0,0,0,0,0,0,0
2016-04-06 00:45:00,26758,0,0,0,0,0,0,0,0
2016-04-06 00:46:00,26759,0,0,0,0,0,0,0,0
2016-04-06 00:47:00,26760,0,0,0,0,0,0,0,0
2016-04-06 00:48:00,26761,0,0,0,0,0,0,0,0
2016-04-06 00:49:00,26762,0,0,0,0,0,0,0,0
2016-04-06 00:50:00,26763,0,0,0,0,0,0,0,0
2016-04-06 00:51:00,26764,0,0,0,0,0,0,0,0
2016-04-06 00:52:00,26765,0,0,0,0,0,0,0,0
2016-04-06 00:53:00,26766,0,0,0,0,0,0,0,0
2016-04-06 00:54:00,26767,0,0,0,0,0,0,0,0
2016-04-06 00:55:00,26768,0,0,0,0,0,0,0,0
2016-04-06 00:56:00,26769,0,0,0,0,0,0,0,0
2016-04-06 00:57:00,26770,0,0,0,0,0,0,0,0
2016-04-06 00:58:00,26771,0,0,0,0,0,0,0,0
2016-04-06 00:59:00,26772,0,0,0,0,0,0,0,0
2016-04-06 01:00:00,26773,0,0,0,0,0,0,0,0
2016-04-06 01:01:00,26774,0,0,0,0,0,0,0,0
2016-04-06 01:02:00,26775,0,0,0,0,0,0,0,0
2016-04-06 01:03:00,26776,0,0,0,0,0,0,0,0
2016-04-06 01:04:00,26777,0,0,0,0,0,0,0,0
2016-04-06 01:05:00,26778,0,0,0,0,0,0,0,0
2016-04-06 01:06:00,26779,0,0,0,0,0,0,0,0
2016-04-06 01:07:00,26780,0,0,0,0,0,0,0,0
2016-04-06 01:08:00,26781,0,0,0,0,0,0,0,0
2016-04-06 01:09:00,26782,0,0,0,0,0,0,0,0
2016-04-06 01:10:00,26783,0,0,0,0,0,0,0,0
2016-04-06 01:11:00,26784,0,0,0,0,0,0,0,0
2016-04-06 01:12:00,26785,0,0,0,0,0,0,0,0
2016-04-06 01:13:00,26786,0,0,0,0,0,0,0,0
2016-04-06 01:14:00,26787,0,0,0,0,0,0,0,0
2016-04-06 01:15:00,26788,0,0,0,0,0,0,0,0
2016-04-06 01:16:00,26789,0,0,0,0,0,0,0,0
2016-04-06 01:17:00,26790,0,0,0,0,0,0,0,0
2016-04-06 01:18:00,26791,0,0,0,0,0,0,0,0
2016-04-06 01:19:00,26792,0,0,0,0,0,0,0,0
2016-04-06 01:20:00,26793,0,0,0,0,0,0,0,0
2016-04-06 01:21:00,26794,0,0,0,0,0,0,0,0
2016-04-06 01:22:00,26795,0,0,0,0,0,0,0,0
2016-04-06 01:23:00,26796,0,0,0,0,0,0,0,0
2016-04-06 01:24:00,26797,0,0,0,0,0,0,0,0
2016-04-06 01:25:00,26798,0,0,0,0,0,0,0,0
2016-04-06 01:26:00,26799,0,0,0,0,0,0,0,0
2016-04-06 01:27:00,26800,0,0,0,0,0,0,0,0
2016-04-06 01:28:00,26801,0,0,0,0,0,0,0,0
2016-04-06 01:29:00,26802,0,0,0,0,0,0,0,0
2016-04-06 01:30:00,26803,0,0,0,0,0,0,0,0
2016-04-06 01:31:00,26804,0,0,0,0,0,0,0,0
2016-04-06 01:32:00,26805,0,0,0,0,0,0,0,0
2016-04-06 01:33:00,26806,0,0,0,0,0,0,0,0
2016-04-06 01:34:00,26807,0,0,0,0,0,0,0,0
2016-04-06 01:35:00,26808,0,0,0,0,0,0,0,0
2016-04-06 01:36:00,26809,0,0,0,0,0,0,0,0
2016-04-06 01:37:00,26810,0,0,0,0,0,0,0,0
2016-04-06 01:38:00,26811,0,0,0,0,0,0,0,0
2016-04-06 01:39:00,26812,0,0,0,0,0,0,0,0
2016-04-06 01:40:00,26813,0,0,0,0,0,0,0,0
2016-04-06 01:41:00,26814,0,0,0,0,0,0,0,0
2016-04-06 01:42:00,26815,0,0,0,0,0,0,0,0
2016-04-06 01:43:00,26816,0,0,0,0,0,0,0,0
2016-04-06 01:44:00,26817,0,0,0,0,0,0,0,0
2016-04-06 01:45:00,26818,0,0,0,0,0,0,0,0
2016-04-06 01:46:00,26819,0,0,0,0,0,0,0,0
2016-04-06 01:47:00,26820,0,0,0,0,0,0,0,0
2016-04-06 01:48:00,26821,0,0,0,0,0,0,0,0
2016-04-06 01:49:00,26822,0,0,0,0,0,0,0,0
2016-04-06 01:50:00,26823,0,0,0,0,0,0,0,0
2016-04-06 01:51:00,26824,0,0,0,0,0,0,0,0
2016-04-06 01:52:00,26825,0,0,0,0,0,0,0,0
2016-04-06 01:53:00,26826,0,0,0,0,0,0,0,0
