,counter(mins),Dos,scan44,scan11,nerisbotnet,blacklist,anomaly-udpscan,anomaly-sshscan,anomaly-spam
2016-05-09 00:00:00,74233,0,0,0,0,1,0,0,0
2016-05-09 00:01:00,74234,0,0,0,0,1,0,0,0
2016-05-09 00:02:00,74235,0,0,0,0,1,0,0,0
2016-05-09 00:03:00,74236,0,0,0,0,1,0,0,0
2016-05-09 00:04:00,74237,0,0,0,0,1,0,0,0
2016-05-09 00:05:00,74238,0,0,0,0,1,0,0,0
2016-05-09 00:06:00,74239,0,0,0,0,1,0,0,0
2016-05-09 00:07:00,74240,0,0,0,0,1,0,0,0
2016-05-09 00:08:00,74241,0,0,0,0,1,0,0,0
2016-05-09 00:09:00,74242,0,0,0,0,1,0,0,0
2016-05-09 00:10:00,74243,0,0,0,0,1,0,0,0
2016-05-09 00:11:00,74244,0,0,0,0,1,0,0,0
2016-05-09 00:12:00,74245,0,0,0,0,1,0,0,0
2016-05-09 00:13:00,74246,0,0,0,0,1,0,0,0
2016-05-09 00:14:00,74247,0,0,0,0,1,0,0,0
2016-05-09 00:15:00,74248,0,0,0,0,1,0,0,0
2016-05-09 00:16:00,74249,0,0,0,0,1,0,0,0
2016-05-09 00:17:00,74250,0,0,0,0,1,0,0,0
2016-05-09 00:18:00,74251,0,0,0,0,1,0,0,0
2016-05-09 00:19:00,74252,0,0,0,0,1,0,0,0
2016-05-09 00:20:00,74253,0,0,0,0,1,0,0,0
2016-05-09 00:21:00,74254,0,0,0,0,1,0,0,0
2016-05-09 00:22:00,74255,0,0,0,0,1,0,0,0
2016-05-09 00:23:00,74256,0,0,0,0,1,0,0,0
2016-05-09 00:24:00,74257,0,0,0,0,1,0,0,0
2016-05-09 00:25:00,74258,0,0,0,0,1,0,0,0
2016-05-09 00:26:00,74259,0,0,0,0,1,0,0,0
2016-05-09 00:27:00,74260,0,0,0,0,1,0,0,0
2016-05-09 00:28:00,74261,0,0,0,0,1,0,0,0
2016-05-09 00:29:00,74262,0,0,0,0,1,0,0,0
2016-05-09 00:30:00,74263,0,0,0,0,1,0,0,0
2016-05-09 00:31:00,74264,0,0,0,0,1,0,0,0
2016-05-09 00:32:00,74265,0,0,0,0,1,0,0,0
2016-05-09 00:33:00,74266,0,0,0,0,1,0,0,0
2016-05-09 00:34:00,74267,0,0,0,0,1,0,0,0
2016-05-09 00:35:00,74268,0,0,0,0,1,0,0,0
2016-05-09 00:36:00,74269,0,0,0,0,1,0,0,0
2016-05-09 00:37:00,74270,0,0,0,0,1,0,0,0
2016-05-09 00:38:00,74271,0,0,0,0,1,0,0,0
2016-05-09 00:39:00,74272,0,0,0,0,1,0,0,0
2016-05-09 00:40:00,74273,0,0,0,0,1,0,0,0
2016-05-09 00:41:00,74274,0,0,0,0,1,0,0,0
2016-05-09 00:42:00,74275,0,0,0,0,1,0,0,0
2016-05-09 00:43:00,74276,0,0,0,0,1,0,0,0
2016-05-09 00:44:00,74277,0,0,0,0,1,0,0,0
