,counter(mins),Dos,scan44,scan11,nerisbotnet,blacklist,anomaly-udpscan,anomaly-sshscan,anomaly-spam
2016-05-23 00:00:00,94393,0,0,0,0,1,0,0,0
2016-05-23 00:01:00,94394,0,0,0,0,1,0,0,0
2016-05-23 00:02:00,94395,0,0,0,0,1,0,0,0
2016-05-23 00:03:00,94396,0,0,0,0,1,0,0,0
2016-05-23 00:04:00,94397,0,0,0,0,1,0,0,0
2016-05-23 00:05:00,94398,0,0,0,0,1,0,0,0
2016-05-23 00:06:00,94399,0,0,0,0,1,0,0,0
2016-05-23 00:07:00,94400,0,0,0,0,1,0,0,0
2016-05-23 00:08:00,94401,0,0,0,0,1,0,0,0
2016-05-23 00:09:00,94402,0,0,0,0,1,0,0,1
2016-05-23 00:10:00,94403,0,0,0,0,1,0,0,0
2016-05-23 00:11:00,94404,0,0,0,0,1,0,0,0
2016-05-23 00:12:00,94405,0,0,0,0,1,0,0,0
2016-05-23 00:13:00,94406,0,0,0,0,1,0,0,0
2016-05-23 00:14:00,94407,0,0,0,0,1,0,0,0
2016-05-23 00:15:00,94408,0,0,0,0,1,0,0,0
2016-05-23 00:16:00,94409,0,0,0,0,1,0,0,0
2016-05-23 00:17:00,94410,0,0,0,0,1,0,0,0
2016-05-23 00:18:00,94411,0,0,0,0,1,0,0,0
2016-05-23 00:19:00,94412,0,0,0,0,1,0,0,1
2016-05-23 00:20:00,94413,0,0,0,0,1,0,0,0
2016-05-23 00:21:00,94414,0,0,0,0,1,0,0,0
2016-05-23 00:22:00,94415,0,0,0,0,1,0,0,0
2016-05-23 00:23:00,94416,0,0,0,0,1,0,0,0
2016-05-23 00:24:00,94417,0,0,0,0,1,0,0,0
2016-05-23 00:25:00,94418,0,0,0,0,1,0,0,0
2016-05-23 00:26:00,94419,0,0,0,0,1,0,0,0
2016-05-23 00:27:00,94420,0,0,0,0,1,0,0,0
2016-05-23 00:28:00,94421,0,0,0,0,1,0,0,0
2016-05-23 00:29:00,94422,0,0,0,0,1,0,0,1
2016-05-23 00:30:00,94423,0,0,0,0,1,0,0,0
2016-05-23 00:31:00,94424,0,0,0,0,1,0,0,0
2016-05-23 00:32:00,94425,0,0,0,0,1,0,0,0
2016-05-23 00:33:00,94426,0,0,0,0,1,0,0,0
2016-05-23 00:34:00,94427,0,0,0,0,1,0,0,0
2016-05-23 00:35:00,94428,0,0,0,0,1,0,0,0
2016-05-23 00:36:00,94429,0,0,0,0,1,0,0,0
2016-05-23 00:37:00,94430,0,0,0,0,1,0,0,0
2016-05-23 00:38:00,94431,0,0,0,0,1,0,0,0
2016-05-23 00:39:00,94432,0,0,0,0,1,0,0,1
