,counter(mins),Dos,scan44,scan11,nerisbotnet,blacklist,anomaly-udpscan,anomaly-sshscan,anomaly-spam
2016-04-11 00:00:00,33913,0,0,0,0,1,0,1,0
2016-04-11 00:01:00,33914,0,0,0,0,1,0,1,0
2016-04-11 00:02:00,33915,0,0,0,0,1,0,1,0
2016-04-11 00:03:00,33916,0,0,0,0,1,0,1,0
2016-04-11 00:04:00,33917,0,0,0,0,1,0,1,0
2016-04-11 00:05:00,33918,0,0,0,0,1,0,1,0
2016-04-11 00:06:00,33919,0,0,0,0,1,0,1,0
2016-04-11 00:07:00,33920,0,0,0,0,1,0,1,0
2016-04-11 00:08:00,33921,0,0,0,0,1,0,1,0
2016-04-11 00:09:00,33922,0,0,0,0,1,0,1,0
2016-04-11 00:10:00,33923,0,0,0,0,1,0,1,0
2016-04-11 00:11:00,33924,0,0,0,0,1,0,1,0
2016-04-11 00:12:00,33925,0,0,0,0,1,0,1,0
2016-04-11 00:13:00,33926,0,0,0,0,1,0,1,0
2016-04-11 00:14:00,33927,0,0,0,0,1,0,1,0
2016-04-11 00:15:00,33928,0,0,0,0,1,0,1,0
2016-04-11 00:16:00,33929,0,0,0,0,1,0,1,0
2016-04-11 00:17:00,33930,0,0,0,0,1,0,1,0
2016-04-11 00:18:00,33931,0,0,0,0,1,0,1,0
2016-04-11 00:19:00,33932,0,0,0,0,1,0,1,0
2016-04-11 00:20:00,33933,0,0,0,0,1,0,1,0
2016-04-11 00:21:00,33934,0,0,0,0,1,0,1,0
2016-04-11 00:22:00,33935,0,0,0,0,1,0,1,0
2016-04-11 00:23:00,33936,0,0,0,0,1,0,1,0
2016-04-11 00:24:00,33937,0,0,0,0,1,0,1,0
2016-04-11 00:25:00,33938,0,0,0,0,1,0,1,0
2016-04-11 00:26:00,33939,0,0,0,0,1,0,1,0
2016-04-11 00:27:00,33940,0,0,0,0,1,0,1,0
2016-04-11 00:28:00,33941,0,0,0,0,1,0,1,0
2016-04-11 00:29:00,33942,0,0,0,0,1,0,1,0
2016-04-11 00:30:00,33943,0,0,0,0,1,0,1,0
2016-04-11 00:31:00,33944,0,0,0,0,1,0,1,0
2016-04-11 00:32:00,33945,0,0,0,0,1,0,1,0
2016-04-11 00:33:00,33946,0,0,0,0,1,0,1,0
2016-04-11 00:34:00,33947,0,0,0,0,1,0,1,0
2016-04-11 00:35:00,33948,0,0,0,0,1,0,1,0
2016-04-11 00:36:00,33949,0,0,0,0,1,0,1,0
2016-04-11 00:37:00,33950,0,0,0,0,1,0,1,0
2016-04-11 00:38:00,33951,0,0,0,0,1,0,1,0
2016-04-11 00:39:00,33952,0,0,0,0,1,0,1,0
2016-04-11 00:40:00,33953,0,0,0,0,1,0,1,0
2016-04-11 00:41:00,33954,0,0,0,0,1,0,1,0
2016-04-11 00:42:00,33955,0,0,0,0,1,0,1,0
2016-04-11 00:43:00,33956,0,0,0,0,1,0,1,0
2016-04-11 00:44:00,33957,0,0,0,0,1,0,1,0
2016-04-11 00:45:00,33958,0,0,0,0,1,0,1,0
2016-04-11 00:46:00,33959,0,0,0,0,1,0,1,0
2016-04-11 00:47:00,33960,0,0,0,0,1,0,1,0
2016-04-11 00:48:00,33961,0,0,0,0,1,0,1,0
2016-04-11 00:49:00,33962,0,0,0,0,1,0,1,0
2016-04-11 00:50:00,33963,0,0,0,0,1,0,1,0
2016-04-11 00:51:00,33964,0,0,0,0,1,0,1,0
2016-04-11 00:52:00,33965,0,0,0,0,1,0,1,0
2016-04-11 00:53:00,33966,0,0,0,0,1,0,1,0
2016-04-11 00:54:00,33967,0,0,0,0,1,0,1,0
2016-04-11 00:55:00,33968,0,0,0,0,1,0,1,0
2016-04-11 00:56:00,33969,0,0,0,0,1,0,1,0
2016-04-11 00:57:00,33970,0,0,0,0,1,0,1,0
2016-04-11 00:58:00,33971,0,0,0,0,1,0,1,0
2016-04-11 00:59:00,33972,0,0,0,0,1,0,1,0
2016-04-11 01:00:00,33973,0,0,0,0,1,0,1,0
2016-04-11 01:01:00,33974,0,0,0,0,1,0,1,0
2016-04-11 01:02:00,33975,0,0,0,0,1,0,1,0
2016-04-11 01:03:00,33976,0,0,0,0,1,0,1,0
2016-04-11 01:04:00,33977,0,0,0,0,1,0,1,0
2016-04-11 01:05:00,33978,0,0,0,0,1,0,1,0
2016-04-11 01:06:00,33979,0,0,0,0,1,0,1,0
2016-04-11 01:07:00,33980,0,0,0,0,1,0,1,0
2016-04-11 01:08:00,33981,0,0,0,0,1,0,1,0
2016-04-11 01:09:00,33982,0,0,0,0,1,0,1,0
2016-04-11 01:10:00,33983,0,0,0,0,1,0,1,0
2016-04-11 01:11:00,33984,0,0,0,0,1,0,1,0
2016-04-11 01:12:00,33985,0,0,0,0,1,0,1,0
2016-04-11 01:13:00,33986,0,0,0,0,1,0,1,0
2016-04-11 01:14:00,33987,0,0,0,0,1,0,1,0
2016-04-11 01:15:00,33988,0,0,0,0,1,0,1,0
2016-04-11 01:16:00,33989,0,0,0,0,1,0,1,0
2016-04-11 01:17:00,33990,0,0,0,0,1,0,1,0
2016-04-11 01:18:00,33991,0,0,0,0,1,0,1,0
2016-04-11 01:19:00,33992,0,0,0,0,1,0,1,0
2016-04-11 01:20:00,33993,0,0,0,0,1,0,1,0
2016-04-11 01:21:00,33994,0,0,0,0,1,0,1,0
2016-04-11 01:22:00,33995,0,0,0,0,1,0,1,0
2016-04-11 01:23:00,33996,0,0,0,0,1,0,1,0
2016-04-11 01:24:00,33997,0,0,0,0,1,0,1,0
2016-04-11 01:25:00,33998,0,0,0,0,1,0,1,0
2016-04-11 01:26:00,33999,0,0,0,0,1,0,1,0
2016-04-11 01:27:00,34000,0,0,0,0,1,0,1,0
2016-04-11 01:28:00,34001,0,0,0,0,1,0,1,0
2016-04-11 01:29:00,34002,0,0,0,0,1,0,1,0
2016-04-11 01:30:00,34003,0,0,0,0,1,0,1,0
2016-04-11 01:31:00,34004,0,0,0,0,1,0,1,0
2016-04-11 01:32:00,34005,0,0,0,0,1,0,1,0
2016-04-11 01:33:00,34006,0,0,0,0,1,0,1,0
2016-04-11 01:34:00,34007,0,0,0,0,1,0,1,0
2016-04-11 01:35:00,34008,0,0,0,0,1,0,1,0
2016-04-11 01:36:00,34009,0,0,0,0,1,0,1,0
2016-04-11 01:37:00,34010,0,0,0,0,1,0,1,0
2016-04-11 01:38:00,34011,0,0,0,0,1,0,1,0
2016-04-11 01:39:00,34012,0,0,0,0,1,0,1,0
2016-04-11 01:40:00,34013,0,0,0,0,1,0,1,0
2016-04-11 01:41:00,34014,0,0,0,0,1,0,1,0
2016-04-11 01:42:00,34015,0,0,0,0,1,0,1,0
2016-04-11 01:43:00,34016,0,0,0,0,1,0,1,0
2016-04-11 01:44:00,34017,0,0,0,0,1,0,1,0
2016-04-11 01:45:00,34018,0,0,0,0,1,0,1,0
2016-04-11 01:46:00,34019,0,0,0,0,1,0,1,0
2016-04-11 01:47:00,34020,0,0,0,0,1,0,1,0
2016-04-11 01:48:00,34021,0,0,0,0,1,0,1,0
2016-04-11 01:49:00,34022,0,0,0,0,1,0,1,0
2016-04-11 01:50:00,34023,0,0,0,0,1,0,1,0
2016-04-11 01:51:00,34024,0,0,0,0,1,0,1,0
2016-04-11 01:52:00,34025,0,0,0,0,1,0,1,0
2016-04-11 01:53:00,34026,0,0,0,0,1,0,1,0
2016-04-11 01:54:00,34027,0,0,0,0,1,0,1,0
2016-04-11 01:55:00,34028,0,0,0,0,1,0,1,0
2016-04-11 01:56:00,34029,0,0,0,0,1,0,1,0
2016-04-11 01:57:00,34030,0,0,0,0,1,0,1,0
2016-04-11 01:58:00,34031,0,0,0,0,1,0,1,0
2016-04-11 01:59:00,34032,0,0,0,0,1,0,1,0
2016-04-11 02:00:00,34033,0,0,0,0,1,0,1,0
2016-04-11 02:01:00,34034,0,0,0,0,1,0,1,0
2016-04-11 02:02:00,34035,0,0,0,0,1,0,1,0
2016-04-11 02:03:00,34036,0,0,0,0,1,0,1,0
2016-04-11 02:04:00,34037,0,0,0,0,1,0,1,0
2016-04-11 02:05:00,34038,0,0,0,0,1,0,1,0
2016-04-11 02:06:00,34039,0,0,0,0,1,0,1,0
2016-04-11 02:07:00,34040,0,0,0,0,1,0,1,0
2016-04-11 02:08:00,34041,0,0,0,0,1,0,1,0
2016-04-11 02:09:00,34042,0,0,0,0,1,0,1,0
2016-04-11 02:10:00,34043,0,0,0,0,1,0,1,0
2016-04-11 02:11:00,34044,0,0,0,0,1,0,1,0
2016-04-11 02:12:00,34045,0,0,0,0,1,0,1,0
2016-04-11 02:13:00,34046,0,0,0,0,1,0,1,0
2016-04-11 02:14:00,34047,0,0,0,0,1,0,1,0
2016-04-11 02:15:00,34048,0,0,0,0,1,0,1,0
2016-04-11 02:16:00,34049,0,0,0,0,1,0,1,0
2016-04-11 02:17:00,34050,0,0,0,0,1,0,1,0
2016-04-11 02:18:00,34051,0,0,0,0,1,0,1,0
2016-04-11 02:19:00,34052,0,0,0,0,1,0,1,0
2016-04-11 02:20:00,34053,0,0,0,0,1,0,1,0
2016-04-11 02:21:00,34054,0,0,0,0,1,0,1,0
2016-04-11 02:22:00,34055,0,0,0,0,1,0,1,0
2016-04-11 02:23:00,34056,0,0,0,0,1,0,1,0
2016-04-11 02:24:00,34057,0,0,0,0,1,0,1,0
2016-04-11 02:25:00,34058,0,0,0,0,1,0,1,0
2016-04-11 02:26:00,34059,0,0,0,0,1,0,1,0
2016-04-11 02:27:00,34060,0,0,0,0,1,0,1,0
2016-04-11 02:28:00,34061,0,0,0,0,1,0,1,0
2016-04-11 02:29:00,34062,0,0,0,0,1,0,1,0
2016-04-11 02:30:00,34063,0,0,0,0,1,0,1,0
2016-04-11 02:31:00,34064,0,0,0,0,1,0,1,0
2016-04-11 02:32:00,34065,0,0,0,0,1,0,1,0
2016-04-11 02:33:00,34066,0,0,0,0,1,0,1,0
2016-04-11 02:34:00,34067,0,0,0,0,1,0,1,0
2016-04-11 02:35:00,34068,0,0,0,0,1,0,1,0
2016-04-11 02:36:00,34069,0,0,0,0,1,0,1,0
2016-04-11 02:37:00,34070,0,0,0,0,1,0,1,0
2016-04-11 02:38:00,34071,0,0,0,0,1,0,1,0
2016-04-11 02:39:00,34072,0,0,0,0,1,0,1,0
2016-04-11 02:40:00,34073,0,0,0,0,1,0,1,0
2016-04-11 02:41:00,34074,0,0,0,0,1,0,1,0
2016-04-11 02:42:00,34075,0,0,0,0,1,0,1,0
