,counter(mins),Dos,scan44,scan11,nerisbotnet,blacklist,anomaly-udpscan,anomaly-sshscan,anomaly-spam
2016-04-18 00:00:00,43993,0,0,0,0,1,0,1,0
2016-04-18 00:01:00,43994,0,0,0,0,1,0,1,0
2016-04-18 00:02:00,43995,0,0,0,0,1,0,1,0
2016-04-18 00:03:00,43996,0,0,0,0,1,0,1,0
2016-04-18 00:04:00,43997,0,0,0,0,1,0,1,0
2016-04-18 00:05:00,43998,0,0,0,0,1,0,1,0
2016-04-18 00:06:00,43999,0,0,0,0,1,0,1,0
2016-04-18 00:07:00,44000,0,0,0,0,1,0,1,0
2016-04-18 00:08:00,44001,0,0,0,0,1,0,1,0
2016-04-18 00:09:00,44002,0,0,0,0,1,0,1,0
2016-04-18 00:10:00,44003,0,0,0,0,1,0,1,0
2016-04-18 00:11:00,44004,0,0,0,0,1,0,1,0
2016-04-18 00:12:00,44005,0,0,0,0,1,0,1,0
2016-04-18 00:13:00,44006,0,0,0,0,1,0,1,0
2016-04-18 00:14:00,44007,0,0,0,0,1,0,1,0
2016-04-18 00:15:00,44008,0,0,0,0,1,0,1,0
2016-04-18 00:16:00,44009,0,0,0,0,1,0,1,0
2016-04-18 00:17:00,44010,0,0,0,0,1,0,1,0
2016-04-18 00:18:00,44011,0,0,0,0,1,0,1,0
2016-04-18 00:19:00,44012,0,0,0,0,1,0,1,0
2016-04-18 00:20:00,44013,0,0,0,0,1,0,1,0
2016-04-18 00:21:00,44014,0,0,0,0,1,0,1,0
2016-04-18 00:22:00,44015,0,0,0,0,1,0,1,0
2016-04-18 00:23:00,44016,0,0,0,0,1,0,1,0
2016-04-18 00:24:00,44017,0,0,0,0,1,0,1,0
2016-04-18 00:25:00,44018,0,0,0,0,1,0,1,0
2016-04-18 00:26:00,44019,0,0,0,0,1,0,1,0
2016-04-18 00:27:00,44020,0,0,0,0,1,0,1,0
2016-04-18 00:28:00,44021,0,0,0,0,1,0,1,0
2016-04-18 00:29:00,44022,0,0,0,0,1,0,1,0
2016-04-18 00:30:00,44023,0,0,0,0,1,0,1,0
2016-04-18 00:31:00,44024,0,0,0,0,1,0,1,0
2016-04-18 00:32:00,44025,0,0,0,0,1,0,1,0
2016-04-18 00:33:00,44026,0,0,0,0,1,0,1,0
2016-04-18 00:34:00,44027,0,0,0,0,1,0,1,0
2016-04-18 00:35:00,44028,0,0,0,0,1,0,1,0
2016-04-18 00:36:00,44029,0,0,0,0,1,0,1,0
2016-04-18 00:37:00,44030,0,0,0,0,1,0,1,0
2016-04-18 00:38:00,44031,0,0,0,0,1,0,1,0
2016-04-18 00:39:00,44032,0,0,0,0,1,0,1,0
2016-04-18 00:40:00,44033,0,0,0,0,1,0,1,0
2016-04-18 00:41:00,44034,0,0,0,0,1,0,1,0
2016-04-18 00:42:00,44035,0,0,0,0,1,0,1,0
2016-04-18 00:43:00,44036,0,0,0,0,1,0,1,0
2016-04-18 00:44:00,44037,0,0,0,0,1,0,1,0
2016-04-18 00:45:00,44038,0,0,0,0,1,0,1,0
2016-04-18 00:46:00,44039,0,0,0,0,1,0,1,0
2016-04-18 00:47:00,44040,0,0,0,0,1,0,1,0
2016-04-18 00:48:00,44041,0,0,0,0,1,0,1,0
2016-04-18 00:49:00,44042,0,0,0,0,1,0,1,0
2016-04-18 00:50:00,44043,0,0,0,0,1,0,1,0
2016-04-18 00:51:00,44044,0,0,0,0,1,0,1,0
2016-04-18 00:52:00,44045,0,0,0,0,1,0,1,0
2016-04-18 00:53:00,44046,0,0,0,0,1,0,1,0
2016-04-18 00:54:00,44047,0,0,0,0,1,0,1,0
2016-04-18 00:55:00,44048,0,0,0,0,1,0,1,0
2016-04-18 00:56:00,44049,0,0,0,0,1,0,1,0
2016-04-18 00:57:00,44050,0,0,0,0,1,0,1,0
2016-04-18 00:58:00,44051,0,0,0,0,1,0,1,0
2016-04-18 00:59:00,44052,0,0,0,0,1,0,1,0
2016-04-18 01:00:00,44053,0,0,0,0,1,0,1,0
2016-04-18 01:01:00,44054,0,0,0,0,1,0,1,0
2016-04-18 01:02:00,44055,0,0,0,0,1,0,1,0
2016-04-18 01:03:00,44056,0,0,0,0,1,0,1,0
2016-04-18 01:04:00,44057,0,0,0,0,1,0,1,0
2016-04-18 01:05:00,44058,0,0,0,0,1,0,1,0
2016-04-18 01:06:00,44059,0,0,0,0,1,0,1,0
2016-04-18 01:07:00,44060,0,0,0,0,1,0,1,0
2016-04-18 01:08:00,44061,0,0,0,0,1,0,1,0
2016-04-18 01:09:00,44062,0,0,0,0,1,0,1,0
2016-04-18 01:10:00,44063,0,0,0,0,1,0,1,0
2016-04-18 01:11:00,44064,0,0,0,0,1,0,1,0
