,counter(mins),Dos,scan44,scan11,nerisbotnet,blacklist,anomaly-udpscan,anomaly-sshscan,anomaly-spam
2016-06-13 00:00:00,124633,0,0,0,0,1,0,0,0
2016-06-13 00:01:00,124634,0,0,0,0,1,0,0,0
2016-06-13 00:02:00,124635,0,0,0,0,1,0,0,0
2016-06-13 00:03:00,124636,0,0,0,0,1,0,0,0
2016-06-13 00:04:00,124637,0,0,0,0,1,0,0,0
2016-06-13 00:05:00,124638,0,0,0,0,1,0,0,0
2016-06-13 00:06:00,124639,0,0,0,0,1,0,0,0
2016-06-13 00:07:00,124640,0,0,0,0,1,0,0,0
2016-06-13 00:08:00,124641,0,0,0,0,1,0,0,0
2016-06-13 00:09:00,124642,0,0,0,0,1,0,0,0
2016-06-13 00:10:00,124643,0,0,0,0,1,0,0,0
2016-06-13 00:11:00,124644,0,0,0,0,1,0,0,0
2016-06-13 00:12:00,124645,0,0,0,0,1,0,0,0
2016-06-13 00:13:00,124646,0,0,0,0,1,0,0,0
2016-06-13 00:14:00,124647,0,0,0,0,1,0,0,0
2016-06-13 00:15:00,124648,0,0,0,0,1,0,0,0
2016-06-13 00:16:00,124649,0,0,0,0,1,0,0,0
2016-06-13 00:17:00,124650,0,0,0,0,1,0,0,0
2016-06-13 00:18:00,124651,0,0,0,0,1,0,0,0
2016-06-13 00:19:00,124652,0,0,0,0,1,0,0,0
2016-06-13 00:20:00,124653,0,0,0,0,1,0,0,0
2016-06-13 00:21:00,124654,0,0,0,0,1,0,0,0
2016-06-13 00:22:00,124655,0,0,0,0,1,0,0,0
2016-06-13 00:23:00,124656,0,0,0,0,1,0,0,0
2016-06-13 00:24:00,124657,0,0,0,0,1,0,0,0
2016-06-13 00:25:00,124658,0,0,0,0,1,0,0,0
2016-06-13 00:26:00,124659,0,0,0,0,1,0,0,0
2016-06-13 00:27:00,124660,0,0,0,0,1,0,0,0
2016-06-13 00:28:00,124661,0,0,0,0,1,0,0,0
2016-06-13 00:29:00,124662,0,0,0,0,1,0,0,0
2016-06-13 00:30:00,124663,0,0,0,0,1,0,0,0
2016-06-13 00:31:00,124664,0,0,0,0,1,0,0,0
2016-06-13 00:32:00,124665,0,0,0,0,1,0,0,0
2016-06-13 00:33:00,124666,0,0,0,0,1,0,0,0
2016-06-13 00:34:00,124667,0,0,0,0,1,0,0,0
2016-06-13 00:35:00,124668,0,0,0,0,1,0,0,0
2016-06-13 00:36:00,124669,0,0,0,0,1,0,0,0
2016-06-13 00:37:00,124670,0,0,0,0,1,0,0,0
2016-06-13 00:38:00,124671,0,0,0,0,1,0,0,0
2016-06-13 00:39:00,124672,0,0,0,0,1,0,0,0
2016-06-13 00:40:00,124673,0,0,0,0,1,0,0,0
2016-06-13 00:41:00,124674,0,0,0,0,1,0,0,0
2016-06-13 00:42:00,124675,0,0,0,0,1,0,0,0
2016-06-13 00:43:00,124676,0,0,0,0,1,0,0,0
2016-06-13 00:44:00,124677,0,0,0,0,1,0,0,0
2016-06-13 00:45:00,124678,0,0,0,0,1,0,0,0
2016-06-13 00:46:00,124679,0,0,0,0,1,0,0,0
2016-06-13 00:47:00,124680,0,0,0,0,1,0,0,0
2016-06-13 00:48:00,124681,0,0,0,0,1,0,0,0
2016-06-13 00:49:00,124682,0,0,0,0,1,0,0,0
2016-06-13 00:50:00,124683,0,0,0,0,1,0,0,0
2016-06-13 00:51:00,124684,0,0,0,0,1,0,0,0
2016-06-13 00:52:00,124685,0,0,0,0,1,0,0,0
2016-06-13 00:53:00,124686,0,0,0,0,1,0,0,0
2016-06-13 00:54:00,124687,0,0,0,0,1,0,0,0
2016-06-13 00:55:00,124688,0,0,0,0,1,0,0,0
2016-06-13 00:56:00,124689,0,0,0,0,1,0,0,0
2016-06-13 00:57:00,124690,0,0,0,0,1,0,0,0
2016-06-13 00:58:00,124691,0,0,0,0,1,0,0,0
2016-06-13 00:59:00,124692,0,0,0,0,1,0,0,0
2016-06-13 01:00:00,124693,0,0,0,0,1,0,0,0
2016-06-13 01:01:00,124694,0,0,0,0,1,0,0,0
2016-06-13 01:02:00,124695,0,0,0,0,1,0,0,0
2016-06-13 01:03:00,124696,0,0,0,0,1,0,0,0
2016-06-13 01:04:00,124697,0,0,0,0,1,0,0,0
2016-06-13 01:05:00,124698,0,0,0,0,1,0,0,0
2016-06-13 01:06:00,124699,0,0,0,0,1,0,0,0
2016-06-13 01:07:00,124700,0,0,0,0,1,0,0,0
2016-06-13 01:08:00,124701,0,0,0,0,1,0,0,0
2016-06-13 01:09:00,124702,0,0,0,0,1,0,0,0
2016-06-13 01:10:00,124703,0,0,0,0,1,0,0,0
2016-06-13 01:11:00,124704,0,0,0,0,1,0,0,0
2016-06-13 01:12:00,124705,0,0,0,0,1,0,0,0
2016-06-13 01:13:00,124706,0,0,0,0,1,0,0,0
2016-06-13 01:14:00,124707,0,0,0,0,1,0,0,0
2016-06-13 01:15:00,124708,0,0,0,0,1,0,0,0
2016-06-13 01:16:00,124709,0,0,0,0,1,0,0,0
2016-06-13 01:17:00,124710,0,0,0,0,1,0,0,0
2016-06-13 01:18:00,124711,0,0,0,0,1,0,0,0
2016-06-13 01:19:00,124712,0,0,0,0,1,0,0,0
2016-06-13 01:20:00,124713,0,0,0,0,1,0,0,0
2016-06-13 01:21:00,124714,0,0,0,0,1,0,0,0
2016-06-13 01:22:00,124715,0,0,0,0,1,0,0,0
2016-06-13 01:23:00,124716,0,0,0,0,1,0,0,0
2016-06-13 01:24:00,124717,0,0,0,0,1,0,0,0
2016-06-13 01:25:00,124718,0,0,0,0,1,0,0,0
2016-06-13 01:26:00,124719,0,0,0,0,1,0,0,0
2016-06-13 01:27:00,124720,0,0,0,0,1,0,0,0
2016-06-13 01:28:00,124721,0,0,0,0,1,0,0,0
2016-06-13 01:29:00,124722,0,0,0,0,1,0,0,0
2016-06-13 01:30:00,124723,0,0,0,0,1,0,0,0
2016-06-13 01:31:00,124724,0,0,0,0,1,0,0,0
2016-06-13 01:32:00,124725,0,0,0,0,1,0,0,0
2016-06-13 01:33:00,124726,0,0,0,0,1,0,0,0
2016-06-13 01:34:00,124727,0,0,0,0,1,0,0,0
2016-06-13 01:35:00,124728,0,0,0,0,1,0,0,0
2016-06-13 01:36:00,124729,0,0,0,0,1,0,0,0
2016-06-13 01:37:00,124730,0,0,0,0,1,0,0,0
2016-06-13 01:38:00,124731,0,0,0,0,1,0,0,0
2016-06-13 01:39:00,124732,0,0,0,0,1,0,0,0
2016-06-13 01:40:00,124733,0,0,0,0,1,0,0,0
2016-06-13 01:41:00,124734,0,0,0,0,1,0,0,0
2016-06-13 01:42:00,124735,0,0,0,0,1,0,0,0
2016-06-13 01:43:00,124736,0,0,0,0,1,0,0,0
2016-06-13 01:44:00,124737,0,0,0,0,1,0,0,0
2016-06-13 01:45:00,124738,0,0,0,0,1,0,0,0
2016-06-13 01:46:00,124739,0,0,0,0,1,0,0,0
2016-06-13 01:47:00,124740,0,0,0,0,1,0,0,0
2016-06-13 01:48:00,124741,0,0,0,0,1,0,0,0
2016-06-13 01:49:00,124742,0,0,0,0,1,0,0,0
2016-06-13 01:50:00,124743,0,0,0,0,1,0,0,0
2016-06-13 01:51:00,124744,0,0,0,0,1,0,0,0
2016-06-13 01:52:00,124745,0,0,0,0,1,0,0,0
2016-06-13 01:53:00,124746,0,0,0,0,1,0,0,0
2016-06-13 01:54:00,124747,0,0,0,0,1,0,0,0
2016-06-13 01:55:00,124748,0,0,0,0,1,0,0,0
2016-06-13 01:56:00,124749,0,0,0,0,1,0,0,0
2016-06-13 01:57:00,124750,0,0,0,0,1,0,0,0
2016-06-13 01:58:00,124751,0,0,0,0,1,0,0,0
2016-06-13 01:59:00,124752,0,0,0,0,1,0,0,0
2016-06-13 02:00:00,124753,0,0,0,0,1,0,0,0
2016-06-13 02:01:00,124754,0,0,0,0,1,0,0,0
2016-06-13 02:02:00,124755,0,0,0,0,1,0,0,0
2016-06-13 02:03:00,124756,0,0,0,0,1,0,0,0
2016-06-13 02:04:00,124757,0,0,0,0,1,0,0,0
2016-06-13 02:05:00,124758,0,0,0,0,1,0,0,0
2016-06-13 02:06:00,124759,0,0,0,0,1,0,0,0
2016-06-13 02:07:00,124760,0,0,0,0,1,0,0,0
2016-06-13 02:08:00,124761,0,0,0,0,1,0,0,0
2016-06-13 02:09:00,124762,0,0,0,0,1,0,0,0
2016-06-13 02:10:00,124763,0,0,0,0,1,0,0,0
2016-06-13 02:11:00,124764,0,0,0,0,1,0,0,0
2016-06-13 02:12:00,124765,0,0,0,0,1,0,0,0
2016-06-13 02:13:00,124766,0,0,0,0,1,0,0,0
2016-06-13 02:14:00,124767,0,0,0,0,1,0,0,0
2016-06-13 02:15:00,124768,0,0,0,0,1,0,0,0
2016-06-13 02:16:00,124769,0,0,0,0,1,0,0,0
2016-06-13 02:17:00,124770,0,0,0,0,1,0,0,0
2016-06-13 02:18:00,124771,0,0,0,0,1,0,0,0
2016-06-13 02:19:00,124772,0,0,0,0,1,0,0,0
2016-06-13 02:20:00,124773,0,0,0,0,1,0,0,0
2016-06-13 02:21:00,124774,0,0,0,0,1,0,0,0
2016-06-13 02:22:00,124775,0,0,0,0,1,0,0,0
2016-06-13 02:23:00,124776,0,0,0,0,1,0,0,0
2016-06-13 02:24:00,124777,0,0,0,0,1,0,0,0
2016-06-13 02:25:00,124778,0,0,0,0,1,0,0,0
2016-06-13 02:26:00,124779,0,0,0,0,1,0,0,0
2016-06-13 02:27:00,124780,0,0,0,0,1,0,0,0
2016-06-13 02:28:00,124781,0,0,0,0,1,0,0,0
2016-06-13 02:29:00,124782,0,0,0,0,1,0,0,0
2016-06-13 02:30:00,124783,0,0,0,0,1,0,0,0
2016-06-13 02:31:00,124784,0,0,0,0,1,0,0,0
2016-06-13 02:32:00,124785,0,0,0,0,1,0,0,0
2016-06-13 02:33:00,124786,0,0,0,0,1,0,0,0
2016-06-13 02:34:00,124787,0,0,0,0,1,0,0,0
2016-06-13 02:35:00,124788,0,0,0,0,1,0,0,0
2016-06-13 02:36:00,124789,0,0,0,0,1,0,0,0
2016-06-13 02:37:00,124790,0,0,0,0,1,0,0,0
2016-06-13 02:38:00,124791,0,0,0,0,1,0,0,0
2016-06-13 02:39:00,124792,0,0,0,0,1,0,0,0
2016-06-13 02:40:00,124793,0,0,0,0,1,0,0,0
2016-06-13 02:41:00,124794,0,0,0,0,1,0,0,0
2016-06-13 02:42:00,124795,0,0,0,0,1,0,0,0
2016-06-13 02:43:00,124796,0,0,0,0,1,0,0,0
2016-06-13 02:44:00,124797,0,0,0,0,1,0,0,0
2016-06-13 02:45:00,124798,0,0,0,0,1,0,0,0
2016-06-13 02:46:00,124799,0,0,0,0,1,0,0,0
2016-06-13 02:47:00,124800,0,0,0,0,1,0,0,0
2016-06-13 02:48:00,124801,0,0,0,0,1,0,0,0
2016-06-13 02:49:00,124802,0,0,0,0,1,0,0,0
2016-06-13 02:50:00,124803,0,0,0,0,1,0,0,0
2016-06-13 02:51:00,124804,0,0,0,0,1,0,0,0
2016-06-13 02:52:00,124805,0,0,0,0,1,0,0,0
2016-06-13 02:53:00,124806,0,0,0,0,1,0,0,0
2016-06-13 02:54:00,124807,0,0,0,0,1,0,0,0
2016-06-13 02:55:00,124808,0,0,0,0,1,0,0,0
2016-06-13 02:56:00,124809,0,0,0,0,1,0,0,0
2016-06-13 02:57:00,124810,0,0,0,0,1,0,0,0
2016-06-13 02:58:00,124811,0,0,0,0,1,0,0,0
2016-06-13 02:59:00,124812,0,0,0,0,1,0,0,0
2016-06-13 03:00:00,124813,0,0,0,0,1,0,0,0
2016-06-13 03:01:00,124814,0,0,0,0,1,0,0,0
2016-06-13 03:02:00,124815,0,0,0,0,1,0,0,0
2016-06-13 03:03:00,124816,0,0,0,0,1,0,0,0
2016-06-13 03:04:00,124817,0,0,0,0,1,0,0,0
2016-06-13 03:05:00,124818,0,0,0,0,1,0,0,0
2016-06-13 03:06:00,124819,0,0,0,0,1,0,0,0
2016-06-13 03:07:00,124820,0,0,0,0,1,0,0,0
2016-06-13 03:08:00,124821,0,0,0,0,1,0,0,0
2016-06-13 03:09:00,124822,0,0,0,0,1,0,0,0
2016-06-13 03:10:00,124823,0,0,0,0,1,0,0,0
2016-06-13 03:11:00,124824,0,0,0,0,1,0,0,0
2016-06-13 03:12:00,124825,0,0,0,0,1,0,0,0
2016-06-13 03:13:00,124826,0,0,0,0,1,0,0,0
2016-06-13 03:14:00,124827,0,0,0,0,1,0,0,0
2016-06-13 03:15:00,124828,0,0,0,0,1,0,0,0
2016-06-13 03:16:00,124829,0,0,0,0,1,0,0,0
2016-06-13 03:17:00,124830,0,0,0,0,1,0,0,0
2016-06-13 03:18:00,124831,0,0,0,0,1,0,0,0
2016-06-13 03:19:00,124832,0,0,0,0,1,0,0,0
2016-06-13 03:20:00,124833,0,0,0,0,1,0,0,0
2016-06-13 03:21:00,124834,0,0,0,0,1,0,0,0
2016-06-13 03:22:00,124835,0,0,0,0,1,0,0,0
2016-06-13 03:23:00,124836,0,0,0,0,1,0,0,0
2016-06-13 03:24:00,124837,0,0,0,0,1,0,0,0
2016-06-13 03:25:00,124838,0,0,0,0,1,0,0,0
2016-06-13 03:26:00,124839,0,0,0,0,1,0,0,0
2016-06-13 03:27:00,124840,0,0,0,0,1,0,0,0
2016-06-13 03:28:00,124841,0,0,0,0,1,0,0,0
