,counter(mins),Dos,scan44,scan11,nerisbotnet,blacklist,anomaly-udpscan,anomaly-sshscan,anomaly-spam
2016-06-20 00:00:00,134713,0,0,0,0,1,0,0,0
2016-06-20 00:01:00,134714,0,0,0,0,1,0,0,0
2016-06-20 00:02:00,134715,0,0,0,0,1,0,0,0
2016-06-20 00:03:00,134716,0,0,0,0,1,0,0,0
2016-06-20 00:04:00,134717,0,0,0,0,1,0,0,0
2016-06-20 00:05:00,134718,0,0,0,0,1,0,0,0
2016-06-20 00:06:00,134719,0,0,0,0,1,0,0,0
2016-06-20 00:07:00,134720,0,0,0,0,1,0,0,0
2016-06-20 00:08:00,134721,0,0,0,0,1,0,0,0
2016-06-20 00:09:00,134722,0,0,0,0,1,0,0,0
2016-06-20 00:10:00,134723,0,0,0,0,1,0,0,0
2016-06-20 00:11:00,134724,0,0,0,0,1,0,0,0
2016-06-20 00:12:00,134725,0,0,0,0,1,0,0,0
2016-06-20 00:13:00,134726,0,0,0,0,1,0,0,0
2016-06-20 00:14:00,134727,0,0,0,0,1,0,0,0
2016-06-20 00:15:00,134728,0,0,0,0,1,0,0,0
2016-06-20 00:16:00,134729,0,0,0,0,1,0,0,0
2016-06-20 00:17:00,134730,0,0,0,0,1,0,0,0
2016-06-20 00:18:00,134731,0,0,0,0,1,0,0,0
2016-06-20 00:19:00,134732,0,0,0,0,1,0,0,0
2016-06-20 00:20:00,134733,0,0,0,0,1,0,0,0
2016-06-20 00:21:00,134734,0,0,0,0,1,0,0,0
2016-06-20 00:22:00,134735,0,0,0,0,1,0,0,0
2016-06-20 00:23:00,134736,0,0,0,0,1,0,0,0
2016-06-20 00:24:00,134737,0,0,0,0,1,0,0,0
2016-06-20 00:25:00,134738,0,0,0,0,1,0,0,0
2016-06-20 00:26:00,134739,0,0,0,0,1,0,0,0
2016-06-20 00:27:00,134740,0,0,0,0,1,0,0,0
2016-06-20 00:28:00,134741,0,0,0,0,1,0,0,0
2016-06-20 00:29:00,134742,0,0,0,0,1,0,0,0
2016-06-20 00:30:00,134743,0,0,0,0,1,0,0,0
2016-06-20 00:31:00,134744,0,0,0,0,1,0,0,0
2016-06-20 00:32:00,134745,0,0,0,0,1,0,0,0
2016-06-20 00:33:00,134746,0,0,0,0,1,0,0,0
2016-06-20 00:34:00,134747,0,0,0,0,1,0,0,0
2016-06-20 00:35:00,134748,0,0,0,0,1,0,0,0
2016-06-20 00:36:00,134749,0,0,0,0,1,0,0,0
2016-06-20 00:37:00,134750,0,0,0,0,1,0,0,0
2016-06-20 00:38:00,134751,0,0,0,0,1,0,0,0
2016-06-20 00:39:00,134752,0,0,0,0,1,0,0,0
2016-06-20 00:40:00,134753,0,0,0,0,1,0,0,0
2016-06-20 00:41:00,134754,0,0,0,0,1,0,0,0
2016-06-20 00:42:00,134755,0,0,0,0,1,0,0,0
2016-06-20 00:43:00,134756,0,0,0,0,1,0,0,0
2016-06-20 00:44:00,134757,0,0,0,0,1,0,0,0
2016-06-20 00:45:00,134758,0,0,0,0,1,0,0,0
2016-06-20 00:46:00,134759,0,0,0,0,1,0,0,0
2016-06-20 00:47:00,134760,0,0,0,0,1,0,0,0
2016-06-20 00:48:00,134761,0,0,0,0,1,0,0,0
2016-06-20 00:49:00,134762,0,0,0,0,1,0,0,0
2016-06-20 00:50:00,134763,0,0,0,0,1,0,0,0
2016-06-20 00:51:00,134764,0,0,0,0,1,0,0,0
2016-06-20 00:52:00,134765,0,0,0,0,1,0,0,0
2016-06-20 00:53:00,134766,0,0,0,0,1,0,0,0
2016-06-20 00:54:00,134767,0,0,0,0,1,0,0,0
2016-06-20 00:55:00,134768,0,0,0,0,1,0,0,0
2016-06-20 00:56:00,134769,0,0,0,0,1,0,0,0
2016-06-20 00:57:00,134770,0,0,0,0,1,0,0,0
2016-06-20 00:58:00,134771,0,0,0,0,1,0,0,0
2016-06-20 00:59:00,134772,0,0,0,0,1,0,0,0
2016-06-20 01:00:00,134773,0,0,0,0,1,0,0,0
2016-06-20 01:01:00,134774,0,0,0,0,1,0,0,0
2016-06-20 01:02:00,134775,0,0,0,0,1,0,0,0
2016-06-20 01:03:00,134776,0,0,0,0,1,0,0,0
2016-06-20 01:04:00,134777,0,0,0,0,1,0,0,0
2016-06-20 01:05:00,134778,0,0,0,0,1,0,0,0
2016-06-20 01:06:00,134779,0,0,0,0,1,0,0,0
2016-06-20 01:07:00,134780,0,0,0,0,1,0,0,0
2016-06-20 01:08:00,134781,0,0,0,0,1,0,0,0
2016-06-20 01:09:00,134782,0,0,0,0,1,0,0,0
2016-06-20 01:10:00,134783,0,0,0,0,1,0,0,0
2016-06-20 01:11:00,134784,0,0,0,0,1,0,0,0
2016-06-20 01:12:00,134785,0,0,0,0,1,0,0,0
2016-06-20 01:13:00,134786,0,0,0,0,1,0,0,0
2016-06-20 01:14:00,134787,0,0,0,0,1,0,0,0
2016-06-20 01:15:00,134788,0,0,0,0,1,0,0,0
2016-06-20 01:16:00,134789,0,0,0,0,1,0,0,0
2016-06-20 01:17:00,134790,0,0,0,0,1,0,0,0
