,counter(mins),Dos,scan44,scan11,nerisbotnet,blacklist,anomaly-udpscan,anomaly-sshscan,anomaly-spam
2016-05-01 00:00:00,62713,0,0,0,0,1,0,0,0
2016-05-01 00:01:00,62714,0,0,0,0,1,0,0,0
2016-05-01 00:02:00,62715,0,0,0,0,1,0,0,0
2016-05-01 00:03:00,62716,0,0,0,0,1,0,0,0
2016-05-01 00:04:00,62717,0,0,0,0,1,0,0,0
2016-05-01 00:05:00,62718,0,0,0,0,1,0,0,0
2016-05-01 00:06:00,62719,0,0,0,0,1,0,0,0
2016-05-01 00:07:00,62720,0,0,0,0,1,0,0,0
2016-05-01 00:08:00,62721,0,0,0,0,1,0,0,0
2016-05-01 00:09:00,62722,0,0,0,0,1,0,0,0
2016-05-01 00:10:00,62723,0,0,0,0,1,0,0,0
2016-05-01 00:11:00,62724,0,0,0,0,1,0,0,0
2016-05-01 00:12:00,62725,0,0,0,0,1,0,0,0
2016-05-01 00:13:00,62726,0,0,0,0,1,0,0,0
2016-05-01 00:14:00,62727,0,0,0,0,1,0,0,0
2016-05-01 00:15:00,62728,0,0,0,0,1,0,0,0
2016-05-01 00:16:00,62729,0,0,0,0,1,0,0,0
2016-05-01 00:17:00,62730,0,0,0,0,1,0,0,0
2016-05-01 00:18:00,62731,0,0,0,0,1,0,0,0
2016-05-01 00:19:00,62732,0,0,0,0,1,0,0,0
2016-05-01 00:20:00,62733,0,0,0,0,1,0,0,0
2016-05-01 00:21:00,62734,0,0,0,0,1,0,0,0
2016-05-01 00:22:00,62735,0,0,0,0,1,0,0,0
2016-05-01 00:23:00,62736,0,0,0,0,1,0,0,0
2016-05-01 00:24:00,62737,0,0,0,0,1,0,0,0
2016-05-01 00:25:00,62738,0,0,0,0,1,0,0,0
2016-05-01 00:26:00,62739,0,0,0,0,1,0,0,0
2016-05-01 00:27:00,62740,0,0,0,0,1,0,0,0
2016-05-01 00:28:00,62741,0,0,0,0,1,0,0,0
2016-05-01 00:29:00,62742,0,0,0,0,1,0,0,0
2016-05-01 00:30:00,62743,0,0,0,0,1,0,0,0
2016-05-01 00:31:00,62744,0,0,0,0,1,0,0,0
2016-05-01 00:32:00,62745,0,0,0,0,1,0,0,0
2016-05-01 00:33:00,62746,0,0,0,0,1,0,0,0
2016-05-01 00:34:00,62747,0,0,0,0,1,0,0,0
2016-05-01 00:35:00,62748,0,0,0,0,1,0,0,0
2016-05-01 00:36:00,62749,0,0,0,0,1,0,0,0
2016-05-01 00:37:00,62750,0,0,0,0,1,0,0,0
2016-05-01 00:38:00,62751,0,0,0,0,1,0,0,0
2016-05-01 00:39:00,62752,0,0,0,0,1,0,0,0
2016-05-01 00:40:00,62753,0,0,0,0,1,0,0,0
2016-05-01 00:41:00,62754,0,0,0,0,1,0,0,0
2016-05-01 00:42:00,62755,0,0,0,0,1,0,0,0
2016-05-01 00:43:00,62756,0,0,0,0,1,0,0,0
2016-05-01 00:44:00,62757,0,0,0,0,1,0,0,0
2016-05-01 00:45:00,62758,0,0,0,0,1,0,0,0
2016-05-01 00:46:00,62759,0,0,0,0,1,0,0,0
2016-05-01 00:47:00,62760,0,0,0,0,1,0,0,0
2016-05-01 00:48:00,62761,0,0,0,0,1,0,0,0
2016-05-01 00:49:00,62762,0,0,0,0,1,0,0,0
2016-05-01 00:50:00,62763,0,0,0,0,1,0,0,0
2016-05-01 00:51:00,62764,0,0,0,0,1,0,0,0
2016-05-01 00:52:00,62765,0,0,0,0,1,0,0,0
2016-05-01 00:53:00,62766,0,0,0,0,1,0,0,0
2016-05-01 00:54:00,62767,0,0,0,0,1,0,0,0
2016-05-01 00:55:00,62768,0,0,0,0,1,0,0,0
2016-05-01 00:56:00,62769,0,0,0,0,1,0,0,0
2016-05-01 00:57:00,62770,0,0,0,0,1,0,0,0
2016-05-01 00:58:00,62771,0,0,0,0,1,0,0,0
2016-05-01 00:59:00,62772,0,0,0,0,1,0,0,0
2016-05-01 01:00:00,62773,0,0,0,0,1,0,0,0
2016-05-01 01:01:00,62774,0,0,0,0,1,0,0,0
2016-05-01 01:02:00,62775,0,0,0,0,1,0,0,0
2016-05-01 01:03:00,62776,0,0,0,0,1,0,0,0
2016-05-01 01:04:00,62777,0,0,0,0,1,0,0,0
2016-05-01 01:05:00,62778,0,0,0,0,1,0,0,0
2016-05-01 01:06:00,62779,0,0,0,0,1,0,0,0
2016-05-01 01:07:00,62780,0,0,0,0,1,0,0,0
2016-05-01 01:08:00,62781,0,0,0,0,1,0,0,0
2016-05-01 01:09:00,62782,0,0,0,0,1,0,0,0
2016-05-01 01:10:00,62783,0,0,0,0,1,0,0,0
2016-05-01 01:11:00,62784,0,0,0,0,1,0,0,0
2016-05-01 01:12:00,62785,0,0,0,0,1,0,0,0
2016-05-01 01:13:00,62786,0,0,0,0,1,0,0,0
2016-05-01 01:14:00,62787,0,0,0,0,1,0,0,0
2016-05-01 01:15:00,62788,0,0,0,0,1,0,0,0
2016-05-01 01:16:00,62789,0,0,0,0,1,0,0,0
2016-05-01 01:17:00,62790,0,0,0,0,1,0,0,0
2016-05-01 01:18:00,62791,0,0,0,0,1,0,0,0
2016-05-01 01:19:00,62792,0,0,0,0,1,0,0,0
2016-05-01 01:20:00,62793,0,0,0,0,1,0,0,0
2016-05-01 01:21:00,62794,0,0,0,0,1,0,0,0
2016-05-01 01:22:00,62795,0,0,0,0,1,0,0,0
2016-05-01 01:23:00,62796,0,0,0,0,1,0,0,0
2016-05-01 01:24:00,62797,0,0,0,0,1,0,0,0
2016-05-01 01:25:00,62798,0,0,0,0,1,0,0,0
2016-05-01 01:26:00,62799,0,0,0,0,1,0,0,0
2016-05-01 01:27:00,62800,0,0,0,0,1,0,0,0
2016-05-01 01:28:00,62801,0,0,0,0,1,0,0,0
2016-05-01 01:29:00,62802,0,0,0,0,1,0,0,0
2016-05-01 01:30:00,62803,0,0,0,0,1,0,0,0
2016-05-01 01:31:00,62804,0,0,0,0,1,0,0,0
2016-05-01 01:32:00,62805,0,0,0,0,1,0,0,0
2016-05-01 01:33:00,62806,0,0,0,0,1,0,0,0
2016-05-01 01:34:00,62807,0,0,0,0,1,0,0,0
2016-05-01 01:35:00,62808,0,0,0,0,1,0,0,0
2016-05-01 01:36:00,62809,0,0,0,0,1,0,0,0
2016-05-01 01:37:00,62810,0,0,0,0,1,0,0,0
2016-05-01 01:38:00,62811,0,0,0,0,1,0,0,0
2016-05-01 01:39:00,62812,0,0,0,0,1,0,0,0
2016-05-01 01:40:00,62813,0,0,0,0,1,0,0,0
2016-05-01 01:41:00,62814,0,0,0,0,1,0,0,0
2016-05-01 01:42:00,62815,0,0,0,0,1,0,0,0
2016-05-01 01:43:00,62816,0,0,0,0,1,0,0,0
2016-05-01 01:44:00,62817,0,0,0,0,1,0,0,0
2016-05-01 01:45:00,62818,0,0,0,0,1,0,0,0
2016-05-01 01:46:00,62819,0,0,0,0,1,0,0,0
2016-05-01 01:47:00,62820,0,0,0,0,1,0,0,0
2016-05-01 01:48:00,62821,0,0,0,0,1,0,0,0
2016-05-01 01:49:00,62822,0,0,0,0,1,0,0,0
2016-05-01 01:50:00,62823,0,0,0,0,1,0,0,0
2016-05-01 01:51:00,62824,0,0,0,0,1,0,0,0
2016-05-01 01:52:00,62825,0,0,0,0,1,0,0,0
2016-05-01 01:53:00,62826,0,0,0,0,1,0,0,0
2016-05-01 01:54:00,62827,0,0,0,0,1,0,0,0
2016-05-01 01:55:00,62828,0,0,0,0,1,0,0,0
2016-05-01 01:56:00,62829,0,0,0,0,1,0,0,0
2016-05-01 01:57:00,62830,0,0,0,0,1,0,0,0
2016-05-01 01:58:00,62831,0,0,0,0,1,0,0,0
2016-05-01 01:59:00,62832,0,0,0,0,1,0,0,0
2016-05-01 02:00:00,62833,0,0,0,0,1,0,0,0
2016-05-01 02:01:00,62834,0,0,0,0,1,0,0,0
2016-05-01 02:02:00,62835,0,0,0,0,1,0,0,0
2016-05-01 02:03:00,62836,0,0,0,0,1,0,0,0
2016-05-01 02:04:00,62837,0,0,0,0,1,0,0,0
2016-05-01 02:05:00,62838,0,0,0,0,1,0,0,0
2016-05-01 02:06:00,62839,0,0,0,0,1,0,0,0
2016-05-01 02:07:00,62840,0,0,0,0,1,0,0,0
2016-05-01 02:08:00,62841,0,0,0,0,1,0,0,0
2016-05-01 02:09:00,62842,0,0,0,0,1,0,0,0
2016-05-01 02:10:00,62843,0,0,0,0,1,0,0,0
2016-05-01 02:11:00,62844,0,0,0,0,1,0,0,0
2016-05-01 02:12:00,62845,0,0,0,0,1,0,0,0
2016-05-01 02:13:00,62846,0,0,0,0,1,0,0,0
2016-05-01 02:14:00,62847,0,0,0,0,1,0,0,0
2016-05-01 02:15:00,62848,0,0,0,0,1,0,0,0
2016-05-01 02:16:00,62849,0,0,0,0,1,0,0,0
2016-05-01 02:17:00,62850,0,0,0,0,1,0,0,0
2016-05-01 02:18:00,62851,0,0,0,0,1,0,0,0
2016-05-01 02:19:00,62852,0,0,0,0,1,0,0,0
2016-05-01 02:20:00,62853,0,0,0,0,1,0,0,0
2016-05-01 02:21:00,62854,0,0,0,0,1,0,0,0
2016-05-01 02:22:00,62855,0,0,0,0,1,0,0,0
2016-05-01 02:23:00,62856,0,0,0,0,1,0,0,0
2016-05-01 02:24:00,62857,0,0,0,0,1,0,0,0
2016-05-01 02:25:00,62858,0,0,0,0,1,0,0,0
2016-05-01 02:26:00,62859,0,0,0,0,1,0,0,0
2016-05-01 02:27:00,62860,0,0,0,0,1,0,0,0
2016-05-01 02:28:00,62861,0,0,0,0,1,0,0,0
2016-05-01 02:29:00,62862,0,0,0,0,1,0,0,0
2016-05-01 02:30:00,62863,0,0,0,0,1,0,0,0
2016-05-01 02:31:00,62864,0,0,0,0,1,0,0,0
2016-05-01 02:32:00,62865,0,0,0,0,1,0,0,0
2016-05-01 02:33:00,62866,0,0,0,0,1,0,0,0
2016-05-01 02:34:00,62867,0,0,0,0,1,0,0,0
2016-05-01 02:35:00,62868,0,0,0,0,1,0,0,0
2016-05-01 02:36:00,62869,0,0,0,0,1,0,0,0
2016-05-01 02:37:00,62870,0,0,0,0,1,0,0,0
2016-05-01 02:38:00,62871,0,0,0,0,1,0,0,0
